REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
3,5,54,053,,38580,,2,1,10053,88,135
3,5,54,055,,14140,,2,1,23195,158,245
3,5,54,057,,19060,,1,2,10798,76,117
3,5,54,059,,,,,,9998,55,85
3,5,54,061,390,34060,,1,1,42776,781,1208
3,5,54,063,,,,,,5285,29,45
3,5,54,065,,,,,,6895,47,73
3,5,54,067,,,,,,10005,55,85
3,5,54,069,,48540,,1,1,16671,147,227
3,5,54,071,,,,,,3105,17,26
3,5,54,073,,,,,,3254,52,81
3,5,54,075,,,,,,3689,20,31
3,5,54,077,390,34060,,1,2,13956,98,151
3,5,54,079,170,26580,,1,1,20878,161,248
3,5,54,081,,13220,,1,1,31046,309,477
3,5,54,083,,21180,,2,1,12177,274,423
3,5,54,085,,,,,,4043,22,34
3,5,54,087,,,,,,5656,59,91
3,5,54,089,,,,,,5214,81,125
3,5,54,091,,17220,,2,2,6711,37,57
3,5,54,093,,,,,,2834,16,24
3,5,54,095,,,,,,3586,128,198
3,5,54,097,,,,,,9615,53,82
3,5,54,099,170,26580,,1,1,15625,273,423
3,5,54,101,,,,,,3546,20,30
3,5,54,103,,,,,,6284,35,53
3,5,54,105,425,37620,,1,2,2304,16,25
3,5,54,107,425,37620,,1,1,32215,396,613
3,5,54,109,,,,,,9059,108,167
2,3,55,001,,,,,,9490,69,107
2,3,55,003,,,,,,6161,60,93
2,3,55,005,,,,,,17759,129,200
2,3,55,007,,,,,,6263,65,101
2,3,55,009,267,24580,,1,1,92447,1324,2047
2,3,55,011,,,,,,5363,29,46
2,3,55,013,,,,,,6314,106,163
2,3,55,015,118,11540,,1,1,18157,350,541
2,3,55,017,232,20740,,1,1,24817,467,721
2,3,55,019,,,,,,12360,100,155
2,3,55,021,357,31540,,1,2,22193,173,268
2,3,55,023,,,,,,6704,85,131
2,3,55,025,357,31540,,1,1,191217,3755,5804
2,3,55,027,376,13180,,2,1,36743,348,537
2,3,55,029,,,,,,11191,430,664
2,3,55,031,,20260,,1,1,17180,228,352
2,3,55,033,232,32860,,2,1,17555,170,263
2,3,55,035,232,20740,,1,1,38178,527,814
2,3,55,037,,27020,,2,2,1869,10,16
2,3,55,039,,22540,,1,1,38261,504,780
2,3,55,041,,,,,,3663,39,61
2,3,55,043,,38420,,2,1,21021,163,252
2,3,55,045,357,31540,,1,2,13833,177,274
2,3,55,047,,,,,,7182,88,135
2,3,55,049,357,31540,,1,2,8911,162,250
2,3,55,051,,,,,,2469,14,21
2,3,55,053,,,,,,8588,171,264
2,3,55,055,376,48020,,2,1,31771,338,523
2,3,55,057,,,,,,11174,109,169
2,3,55,059,176,16980,29404,1,2,60995,1232,1904
2,3,55,061,267,24580,,1,2,8030,56,87
2,3,55,063,,29100,,1,1,43886,579,895
2,3,55,065,,,,,,6390,92,142
2,3,55,067,,,,,,7839,169,262
2,3,55,069,554,32980,,2,1,11226,62,95
2,3,55,071,,31820,,2,1,31262,400,618
2,3,55,073,554,48140,,1,1,50735,518,800
2,3,55,075,,31940,,2,1,16490,99,154
2,3,55,077,,,,,,6167,94,146
2,3,55,078,267,43020,,2,2,1438,8,12
2,3,55,079,376,33340,,1,1,339381,11921,18428
2,3,55,081,,,,,,16811,144,222
2,3,55,083,267,24580,,1,2,14964,179,276
2,3,55,085,,,,,,14683,121,188
2,3,55,087,118,11540,,1,1,66051,817,1263
2,3,55,089,376,33340,,1,1,32219,546,845
2,3,55,091,,,,,,2855,29,45
2,3,55,093,378,33460,,1,2,15599,228,352
2,3,55,095,,,,,,16868,129,199
2,3,55,097,554,44620,,2,1,27631,258,398
2,3,55,099,,,,,,5806,49,75
2,3,55,101,376,39540,,1,1,72170,697,1078
2,3,55,103,,,,,,6855,60,93
2,3,55,105,357,27500,,1,1,58669,1141,1764
2,3,55,107,,,,,,5687,31,48
2,3,55,109,378,33460,,1,2,30791,628,971
2,3,55,111,357,12660,,2,1,23455,188,290
2,3,55,113,,,,,,6703,58,90
2,3,55,115,267,43020,,2,1,16120,166,257
2,3,55,117,,43100,,1,1,44055,710,1097
2,3,55,119,,,,,,7946,61,95
2,3,55,121,,,,,,11168,94,145
2,3,55,123,,,,,,10969,78,121
2,3,55,125,,,,,,8940,49,76
2,3,55,127,376,48580,,2,1,39209,392,607
2,3,55,129,,,,,,6257,51,79
2,3,55,131,376,33340,,1,2,49430,1093,1690
2,3,55,133,376,33340,,1,1,145142,3486,5389
2,3,55,135,,,,,,20399,298,460
2,3,55,137,,,,,,10442,68,105
2,3,55,139,118,36780,,1,1,66020,641,991
2,3,55,141,554,49220,,2,1,28166,305,471
4,8,56,001,,29660,,2,1,16088,160,248
4,8,56,003,,,,,,4379,58,89
4,8,56,005,,23940,,2,1,17724,239,369
4,8,56,007,,,,,,6651,69,106
4,8,56,009,,,,,,5255,29,45
4,8,56,011,,,,,,2823,16,24
4,8,56,013,,40180,,2,1,14948,82,127
4,8,56,015,,,,,,5617,52,80
4,8,56,017,,,,,,1814,49,76
4,8,56,019,,,,,,3467,19,29
4,8,56,021,,16940,,1,1,35297,375,579
4,8,56,023,,,,,,6702,110,170
4,8,56,025,,16220,,1,1,29342,324,501
4,8,56,027,,,,,,926,5,8
4,8,56,029,,,,,,10985,60,93
4,8,56,031,,,,,,3416,19,29
4,8,56,033,,43260,,2,1,11261,62,96
4,8,56,035,,,,,,4210,23,36
4,8,56,037,,40540,,2,1,16941,177,274
4,8,56,039,,27220,,2,1,9172,50,78
4,8,56,041,,21740,,2,1,7401,75,116
4,8,56,043,,,,,,3141,17,27
4,8,56,045,,,,,,2958,16,25
